Severity,Temperature,General_Time,Latitude,Longitude
2,40,7,47.1,-123.1
3,45,8,47.5,-122.3
3,50,10,47.7,-122.3
3,50,10,47.7,-122.3
2,50,11,48.2,-122.1
3,50,13,47.6,-122.3
2,45,17,47,-123.6
3,45,23,46.2,-122.9
2,45,1,47.6,-122.3
2,45,2,47.2,-122.3
2,45,2,47.6,-122.3
2,45,3,47.5,-122.3
2,45,5,47.6,-122.3
3,40,6,47.9,-122.2
4,35,7,47.4,-121.4
2,40,7,47.9,-122.3
2,40,7,47.2,-122.5
2,45,8,47.3,-122.3
2,40,8,47.7,-122.3
3,45,9,47.6,-122.3
3,45,10,47.6,-122.3
2,45,14,47.4,-122.8
2,40,14,47.8,-122.1
3,45,14,47.5,-122.2
3,45,14,47.5,-122.2
2,45,15,47.6,-122.3
3,45,16,47.1,-122.6
3,45,16,47.6,-122.3
3,40,18,47.6,-122.3
2,40,18,47.8,-122.3
3,30,18,47.7,-117.4
2,40,18,47.4,-122.8
3,40,19,47.8,-122.3
3,40,19,47.6,-122.3
2,40,19,47.8,-122.3
2,40,20,47.2,-122.3
2,40,20,47.6,-122.3
2,40,20,47.3,-122.6
2,40,20,47.6,-122.3
2,40,20,47.8,-122.2
3,40,20,47.8,-122.3
2,40,21,47.4,-122.6
2,40,21,47.1,-122.3
2,40,21,47.4,-122.2
3,45,23,45.7,-122.7
2,40,23,47.2,-122.3
3,40,2,47.6,-122.3
2,35,2,47.7,-122.3
3,40,1,47.6,-122.2
3,40,1,47.6,-122.2
3,40,1,47.6,-122.2
3,40,1,47.5,-122.2
3,40,1,47.5,-122.2
3,40,1,47.5,-122.2
2,35,6,47.6,-122.3
2,25,6,47.7,-117.4
2,25,6,47.7,-117.4
2,35,7,47.1,-122.4
2,25,8,48,-117.4
2,40,8,47.5,-122.3
3,40,8,47.6,-122.3
2,35,8,47.2,-122.3
2,40,8,47.6,-122.3
2,30,9,47.7,-117.4
2,30,9,47.7,-117.2
4,35,9,47.1,-122.6
2,45,11,47.6,-122.3
2,45,13,47.6,-122.3
2,45,14,47.6,-122.3
2,40,14,47.8,-122.4
4,25,14,47.6,-117.5
4,25,14,47.6,-117.6
2,40,17,47.2,-122.5
2,45,17,47.6,-122.4
2,40,18,47.2,-122.3
3,35,18,48.4,-122.3
3,40,18,47.1,-122.6
3,40,18,47.3,-122.3
3,40,19,47.5,-122.2
3,40,19,47.7,-122.3
3,40,20,47.1,-122.5
3,45,20,47.6,-122.3
2,35,20,47.9,-122.3
3,35,21,47.8,-122.2
3,40,12,45.9,-122.7
3,40,12,45.9,-122.7
3,40,19,46.9,-123
3,40,1,47.6,-122.2
3,40,1,47.6,-122.2
3,40,1,47.6,-122.2
3,40,1,47.6,-122.2
3,40,4,47.3,-122.2
2,40,7,47.1,-122.6
2,35,7,47.7,-121.9
2,35,8,48.1,-122.2
2,35,8,48.1,-122.1
2,40,8,47.6,-122.3
3,35,8,47.6,-122.2
3,45,10,47.6,-122.3
2,40,11,47.4,-122.6
2,45,12,47.3,-122.3
3,50,14,47.5,-122.3
2,50,14,47.6,-122.4
3,45,14,47.3,-122.3
3,45,14,47.2,-122.5
3,45,15,47.3,-122.3
3,45,16,47.1,-122.6
3,45,16,47.8,-122.3
2,45,17,47.6,-122.3
2,40,17,48.2,-122.1
2,35,17,48.4,-122.6
3,40,17,47.1,-122.6
2,40,18,47.4,-122.2
2,40,18,48.1,-122.2
3,40,18,47.1,-122.5
3,40,19,48.1,-122.2
3,40,20,47.6,-122.3
3,40,20,47.7,-122.3
3,40,21,47.6,-122.3
3,40,21,47.6,-122.3
3,40,23,47.2,-122.5
2,30,7,47.6,-122.4
3,45,13,47.1,-122.6
3,45,13,47.3,-122.3
3,45,13,48.4,-122.3
3,40,15,47.2,-122.4
2,35,5,47.6,-122.3
4,15,7,47.5,-117.7
3,30,8,47.7,-122.3
2,30,8,47.6,-122.3
3,35,10,47.6,-122.3
2,40,12,47.1,-122.3
3,40,14,47.2,-122.4
2,40,14,47.7,-122.3
3,40,15,47.1,-122.5
3,30,17,48.1,-122.2
3,40,17,47.7,-122.3
2,35,17,47.1,-122.3
3,35,18,47.6,-122.3
2,30,20,47.9,-122.2
2,25,20,48,-119
3,30,21,47.5,-122.3
2,30,21,47.5,-122.3
2,35,21,47.3,-122.3
3,30,21,47.6,-122.3
2,25,22,48,-119
2,35,11,46.7,-123
2,40,12,46.5,-123.9
2,40,12,49,-122.5
2,30,23,47.6,-122.3
2,30,1,47.6,-122.3
2,25,2,47.7,-122.3
2,30,5,47.7,-122.3
3,25,7,47.6,-122.3
3,30,8,47.8,-122.1
3,30,9,47.6,-122.3
2,30,9,47.3,-122.6
2,40,12,47.2,-122.5
3,45,12,48.5,-122.3
3,40,12,47.5,-122.2
3,40,13,48.1,-122.2
3,45,13,47.8,-122.2
2,45,13,47.2,-122.5
3,40,13,48.1,-122.2
2,45,14,47.5,-122.3
2,45,15,47.5,-122.3
2,45,15,47.5,-122.3
2,45,15,47.7,-122.3
3,45,15,48.1,-122.2
2,40,17,47.6,-122.2
2,35,17,47.8,-122.3
3,40,17,47.6,-122.3
3,40,17,47.7,-122.3
3,35,21,48,-122.2
2,30,9,46.7,-123.7
3,45,6,47.4,-122.3
3,45,6,47.8,-122.3
2,45,6,47.3,-122.3
2,35,7,47.2,-122.3
2,45,7,47.8,-122.3
2,45,7,47.8,-122.3
3,40,7,47.6,-122.3
2,40,7,47.6,-122.1
2,40,8,47.6,-122.2
2,45,8,47.3,-122.3
2,45,8,47.3,-122.3
2,50,9,47.8,-122.3
2,45,9,47.6,-122.4
3,45,9,47.5,-122.2
2,50,10,47.6,-122.3
2,45,10,47.2,-122.4
3,55,11,47.6,-122.3
2,55,12,47.6,-122.3
3,60,15,47.2,-122.5
3,60,16,47.3,-122.3
2,60,16,47.6,-122.3
2,60,16,47.2,-123.1
2,55,17,47.2,-122.4
3,55,17,47.8,-122.2
3,60,18,47.7,-122.3
2,55,18,47.9,-122
3,55,19,47.2,-122.5
3,50,19,48,-122.2
3,50,19,47.8,-122.2
3,55,19,47.2,-122.4
2,55,20,47.7,-122.1
2,40,8,48.8,-122.2
3,50,10,48.6,-122.4
2,40,3,47.6,-122.3
2,40,3,47.6,-122.3
3,35,5,47.2,-122.4
2,45,7,47.9,-122.1
3,30,8,47,-122.9
2,30,8,47.6,-117.4
3,35,8,48.1,-122.2
2,45,8,47.6,-122.3
2,40,8,48,-122.1
3,45,9,47.8,-122.3
3,55,12,47.6,-122.3
2,60,13,47.7,-122.3
2,55,14,47.9,-122.3
2,60,14,47.9,-122.2
3,60,15,47.2,-122.4
2,60,15,47.8,-122
3,60,16,47.2,-122.4
3,60,17,47.3,-122.3
3,60,18,47.6,-122.3
3,60,18,47.7,-122.6
3,55,20,47.5,-122.2
3,50,20,47.8,-122.3
2,55,20,47.6,-122
3,50,21,47.8,-122.3
2,50,22,47.3,-122.6
3,50,22,47.5,-122.2
2,40,6,45.7,-121.9
3,40,1,48.8,-122.5
3,40,6,48.8,-122.5
2,45,3,47.7,-122.4
2,45,3,47.7,-122.4
2,40,4,47.5,-122.2
3,45,6,47.4,-122.3
2,30,6,47.7,-117.4
2,35,6,47.1,-122.4
2,45,6,48.2,-124.2
2,35,6,47.1,-122.1
2,45,7,47.3,-122.3
2,45,7,47.3,-122.2
2,30,7,47.7,-117.2
2,35,7,47.3,-122.3
2,35,7,47.1,-122.1
3,35,7,47,-122.9
2,35,7,47.2,-122.4
2,45,7,47.8,-122
2,45,7,47.9,-122.2
2,45,8,48,-122.2
2,35,8,47.1,-122.3
2,40,8,47.6,-122.3
2,45,8,47.3,-122.2
2,45,8,47.3,-122.2
2,40,8,47.6,-122.3
2,40,8,48.1,-122.2
2,45,8,47.7,-122.3
2,50,10,47.5,-122.3
3,50,12,47.7,-117.4
2,65,14,47.7,-122.3
3,65,15,47.2,-122.5
2,60,16,47.7,-122.3
2,60,17,47.6,-122.3
3,60,18,47.6,-122.3
2,60,18,47.8,-122.3
3,60,18,47.6,-122.3
3,60,19,47.4,-122.3
2,60,19,47.7,-122.1
2,55,20,47.9,-122.2
3,55,20,47.2,-122.4
2,50,20,47.6,-122.6
3,55,22,47.8,-122.3
3,45,6,45.6,-122.6
2,40,7,45.6,-122.5
2,45,7,49,-122.5
2,55,2,47.6,-122.3
2,55,4,47.7,-122.3
3,50,4,47,-122.9
2,50,5,47.1,-122.4
2,50,6,47.9,-122.2
2,50,6,47.8,-122.2
2,55,7,47.6,-122.4
2,55,7,47.3,-122.3
3,50,7,47.8,-122.2
2,55,7,47.4,-122.3
2,45,7,47.7,-117.1
2,55,8,47.5,-122.4
3,50,8,47.1,-122.6
2,50,8,47.2,-122.4
2,55,8,47.4,-122.2
3,50,8,47.8,-122.3
2,55,9,47.4,-122.2
2,55,8,47.8,-122.2
3,55,9,47.4,-122.3
2,55,9,47.6,-122.3
3,60,14,48,-122.2
2,55,14,47,-123.7
3,60,15,47.8,-122.2
3,60,15,47.7,-122.2
2,60,15,47.7,-122.3
3,60,15,47.5,-122.3
2,55,16,47.2,-122.3
3,55,16,47.7,-122.3
2,55,17,47.3,-122.3
2,55,17,47.7,-122.3
2,55,17,47.7,-122.6
3,55,17,47.5,-122.3
2,55,18,47.9,-122.2
2,55,18,48.3,-121.8
2,55,21,47.6,-122.3
3,50,21,47.3,-122.3
2,50,6,45.7,-122.6
3,55,19,45.7,-122.6
2,50,23,47.6,-122.3
2,50,23,47.2,-122.3
2,50,1,47.7,-122.3
2,50,2,47.6,-122.3
2,50,3,47.5,-122.3
2,50,3,47.6,-122.3
2,50,3,47.6,-122.3
2,50,4,47.6,-122.3
2,50,4,47.5,-122.3
3,50,6,48,-122.2
2,40,6,47.7,-117.4
2,50,7,47.3,-122.3
2,50,7,47.2,-122.5
3,50,7,47.2,-122.4
2,50,7,47.2,-122.2
2,50,7,47.9,-122.2
2,50,7,47.5,-122.3
2,50,7,47.5,-121.9
2,50,8,47.7,-122.3
2,50,8,47.9,-122.2
2,50,8,47.6,-122.3
2,50,8,47.2,-122.3
3,55,9,47.6,-122.3
2,50,9,47,-122.7
2,55,9,47.6,-122.3
3,55,9,47,-123.9
2,60,14,47.5,-122.2
3,60,14,47.7,-122.2
2,60,14,47.6,-122.3
2,60,15,47.2,-122.3
3,60,15,47.6,-122.2
3,60,15,47.6,-122.3
2,60,15,47.7,-122.3
3,60,15,47.6,-122.3
3,55,16,47.2,-122.4
3,55,16,47.1,-122.7
3,55,17,47.7,-117.4
2,55,17,48,-122.2
2,60,17,47.5,-122.3
3,60,17,47.3,-122.3
2,50,17,48.1,-122.1
2,55,18,47.4,-122.8
2,55,18,47.8,-122.3
2,50,18,48,-122.1
3,50,19,47.8,-122.3
3,55,20,47.2,-122.4
3,55,20,47.5,-122.2
2,50,2,47.8,-122.2
2,50,4,47.6,-122.3
3,50,5,48,-122.2
3,50,7,47.6,-122.3
3,60,12,47.5,-122.2
3,60,13,47.2,-122.5
3,60,14,47.7,-122.3
3,55,14,47.7,-122.2
3,60,17,47.8,-122.2
3,60,18,47.6,-122.3
3,60,19,47.6,-122.3
2,60,20,47.4,-122.2
2,50,3,46,-122.4
2,65,14,45.7,-122.6
3,60,18,48.2,-122.2
2,55,22,47.2,-122.5
3,55,1,47.6,-122.2
3,55,2,47.8,-122.3
2,55,2,46.9,-122.4
2,55,2,47.6,-122.3
3,55,3,47.1,-122.6
2,55,3,47.5,-122.3
2,55,3,47.6,-122.3
2,55,4,47.7,-122.3
2,55,4,47.3,-122.3
3,55,4,47.5,-122.3
3,55,6,47.2,-122.4
2,55,6,47.3,-122.2
3,55,6,48.2,-122.2
3,55,7,47.5,-122.2
2,55,7,47.6,-122.3
2,55,8,47.4,-122.2
2,60,8,47.6,-122.3
2,60,8,47.5,-122.3
2,60,8,47.6,-122.3
2,55,8,47.7,-122.3
2,60,8,47.6,-122.3
2,55,8,47.8,-122.1
2,60,8,47.7,-122.4
3,60,9,48.2,-122.2
2,60,10,47.5,-122.3
2,55,10,47.8,-122.1
2,55,10,47.8,-122.2
2,65,14,48.1,-122.1
2,65,14,47.9,-122.2
3,65,15,47.1,-122.6
2,65,15,47.2,-122.5
2,70,16,47.3,-122.2
3,65,16,48.3,-122.3
3,70,15,47.2,-122.4
3,65,17,47.6,-117.5
3,65,17,47.8,-122.3
3,65,18,47.3,-122.3
3,65,18,47.8,-122.3
2,70,18,47.7,-122.3
2,60,19,47.8,-122.3
2,60,20,47.5,-122.3
3,60,0,47.7,-122.3
2,60,0,47.7,-122.3
2,60,2,47.6,-122.3
2,60,3,47.7,-122.3
3,60,1,47.2,-122.4
3,60,1,47.2,-122.5
2,60,5,47.6,-122.3
2,60,5,47.6,-122.3
2,55,6,47.1,-122.5
2,55,8,47.7,-117.4
2,60,8,47.7,-122.3
3,60,8,47.6,-122.3
2,60,8,47.4,-122.2
2,60,8,47.5,-122.3
2,60,8,47.7,-122.3
2,60,9,47.6,-122.3
2,60,9,47.6,-122.3
2,55,9,47.7,-122.3
2,60,9,47.5,-123.1
2,60,10,47.6,-122.4
3,65,12,47.5,-122.2
2,65,12,47,-123.1
2,65,13,47.6,-122.3
3,65,13,47.6,-122.3
3,65,13,47.5,-122.2
3,65,14,47.3,-122.3
2,65,14,48,-122.1
2,65,14,47.6,-122.3
3,65,14,47.2,-122.5
3,65,15,47.4,-122.3
3,65,15,47.1,-122.6
3,65,16,47.1,-122.7
2,65,16,47.5,-122.3
3,65,17,47,-122.9
2,65,17,47.2,-122.5
3,65,17,47.6,-122.3
2,65,18,48,-122.2
3,65,20,47.7,-122.2
3,65,20,47.6,-122.3
2,65,20,47.5,-122.2
2,55,0,48.2,-122.3
2,55,1,47.2,-122.4
3,55,1,47.2,-122.4
3,60,2,47.6,-122.3
3,55,2,48.2,-122.2
3,60,7,47.6,-122.3
2,65,9,47.7,-122.3
2,60,11,47.8,-122.1
2,65,13,47.4,-122.2
3,65,13,47.2,-122.5
3,65,14,47.1,-122.6
3,60,14,47.2,-122.4
2,70,14,47.6,-122.3
2,65,14,47.2,-122.4
2,65,15,47.5,-122.3
2,65,15,48,-122.1
3,70,17,48.1,-122.2
3,65,19,47.6,-122.2
2,65,21,45.7,-122.6
3,55,3,47.2,-122.4
3,60,5,47.6,-122.2
3,60,8,47.6,-122.3
2,60,9,47.5,-122.3
3,60,10,47.6,-122.3
3,60,11,47.6,-122.3
3,60,11,48.5,-122.3
3,60,12,47.5,-122.3
3,60,12,47.3,-122.3
3,65,12,47.6,-122.3
3,60,12,47.8,-122.3
3,60,12,48.5,-122.3
3,60,13,47.3,-122.3
3,65,13,47.6,-122.3
3,65,14,47.6,-122.3
2,60,14,47.9,-122.6
3,60,15,47.5,-122.2
2,65,15,47.6,-122.3
3,65,16,47.1,-122.7
3,65,16,48.1,-122.2
3,65,16,47.6,-122.2
2,60,17,47.8,-122.3
3,60,17,47.2,-122.4
2,65,18,47.1,-122.3
2,60,22,47.7,-122.3
3,55,22,48.5,-122.2
3,60,1,47.5,-122.3
2,60,5,47.6,-122.3
2,60,5,47.5,-121.9
3,55,6,47.9,-122.3
2,55,7,47.7,-117.4
2,55,7,47.2,-122.3
2,55,7,47.8,-122.2
2,60,8,47.5,-122.3
2,55,8,47.3,-122.2
2,55,8,47.3,-122.3
2,60,9,47.2,-122.2
2,60,9,47.1,-122.4
2,60,10,47.6,-122.3
3,60,11,47.1,-122.5
2,60,11,47.6,-122.2
2,55,13,47.9,-122.1
3,60,13,47.7,-122.3
3,60,14,47.6,-122.3
3,60,15,47.6,-122.3
2,60,15,48,-122.1
2,60,15,47.7,-122.3
2,55,15,47.9,-122.3
3,60,15,47,-120.6
3,60,15,47.7,-122.3
3,55,16,47.8,-122.1
3,60,17,47.2,-122.4
2,55,17,47.8,-122.3
3,60,18,47.1,-122.6
2,60,21,47.5,-122.3
2,55,22,48.2,-122
2,60,14,48.6,-118.7
2,60,22,48.8,-122.2
2,60,1,47.5,-122.2
3,60,1,47.5,-122.3
2,60,4,47.6,-122.3
2,60,6,47.6,-122.3
3,60,6,47.1,-122.6
2,60,7,47.7,-122.3
3,60,7,47.1,-122.7
2,55,7,47.2,-122.5
2,60,7,47.3,-122.2
2,50,7,47.6,-117.5
2,60,8,47.7,-122.3
2,60,8,47.6,-122.3
2,60,8,47.6,-122.3
2,60,9,47.7,-122.3
3,65,9,47.6,-122.2
3,65,9,47.5,-122.2
2,60,10,47.6,-122.3
2,60,10,47.8,-122.3
3,60,10,47.8,-122.3
3,70,13,47,-122.9
2,70,16,47.6,-122.3
3,70,17,47.3,-122.3
2,70,17,47.6,-122.3
2,70,17,47.7,-122.3
2,70,18,47.6,-122.3
2,65,18,47.7,-122.3
3,65,19,47.7,-122.3
2,60,19,48,-122.1
2,65,19,47.6,-122.3
3,65,22,47.5,-122.2
3,65,18,48.8,-122.5
3,60,1,47.6,-122.2
3,60,1,47.6,-122.2
3,60,1,47.6,-122.2
3,60,2,47.3,-122.3
2,55,2,47.2,-122.4
3,55,2,47.3,-122.3
3,55,3,47.1,-122.5
3,55,3,47.1,-122.5
2,55,7,47.5,-122.2
2,40,7,47.7,-117.4
3,50,8,48.1,-122.2
3,60,10,47.6,-122.3
2,70,15,47.5,-122.3
2,70,16,47.5,-122.3
2,70,16,47.6,-122.3
2,70,16,47.3,-122.3
2,70,16,47.3,-122.2
2,65,16,47.6,-122.6
2,65,17,47.3,-122.2
2,60,17,47.8,-122.1
2,65,17,47.6,-122.3
2,65,18,47.6,-122.3
2,65,18,47.7,-122.4
2,65,18,47.7,-122.3
2,65,18,47.1,-122.3
2,65,18,47.1,-122.3
2,60,18,47.8,-122.2
3,65,19,47.6,-122.3
3,65,14,48.7,-122.4
2,65,15,48.7,-122.2
3,60,6,47.2,-122.4
2,60,22,47.3,-122.3
2,65,6,47.5,-122.2
2,60,6,47.1,-122.6
2,60,7,47.2,-122.4
3,60,7,47.6,-122.3
2,55,7,47.3,-122.5
2,60,7,47.2,-122.4
3,60,7,47.6,-122.2
2,60,7,47.7,-122.3
2,60,8,47.5,-122.7
2,55,8,47.7,-122.1
2,60,8,47.7,-122.3
3,60,8,47.5,-122.3
2,60,8,47.6,-122.3
2,60,8,47.6,-122.3
2,55,8,47.8,-117.4
3,60,8,47.2,-122.5
3,60,8,47.7,-122.2
2,60,8,47.8,-122.3
3,60,9,47.6,-122.3
3,60,9,47.6,-122.3
2,60,9,47.5,-122.3
2,60,9,47.6,-122.3
3,60,9,47.1,-122.6
2,60,9,47.6,-117.4
2,60,9,47.5,-122.3
2,60,9,47.9,-122.2
3,60,9,47.8,-122.3
3,65,10,47.4,-121.4
3,60,10,47.3,-122.3
2,60,10,47.6,-122.4
2,60,10,47.4,-122.2
2,65,11,47.6,-122.3
2,65,12,47.4,-122.3
2,65,13,48,-122.1
2,65,14,47.5,-122.3
3,60,14,47.1,-122.5
3,60,14,47.1,-122.5
2,65,14,47.6,-122.3
3,65,14,47.6,-122.3
3,60,14,47.8,-122.3
2,60,14,47.8,-122.3
3,70,15,47.5,-122.2
2,70,16,47.6,-122.3
3,65,17,47.7,-122.2
2,65,17,48.2,-122.3
2,60,17,47.1,-122.3
2,65,18,47.6,-122.3
3,60,18,48,-122.2
3,60,19,47.8,-122.3
2,60,19,48,-122.2
3,65,20,47.6,-122.3
2,60,21,47.3,-122.5
2,60,12,45.6,-122.4
3,65,17,45.6,-122.7
3,65,18,45.6,-122.6
3,60,23,47.2,-122.4
2,60,23,47.6,-122.4
2,55,2,47.7,-122.4
3,60,2,47.7,-122.3
2,55,5,47.7,-122.4
3,40,5,47.4,-117.8
2,55,5,47.6,-122.3
3,55,6,47.6,-122.3
2,50,6,47.2,-122.4
3,55,6,47.5,-122.3
2,55,7,47.6,-122.3
2,55,7,47.6,-122.3
2,55,7,47.6,-122.3
2,55,8,47.7,-122.3
3,55,8,47.6,-122.3
3,55,8,47.6,-122.3
2,50,8,48.1,-122.1
3,45,8,47.7,-117.4
3,55,11,47.6,-122.2
3,60,13,48.3,-122.3
2,60,14,47.3,-122.3
3,60,16,47.5,-122.3
3,60,16,47.6,-122.3
2,55,17,47,-123.8
3,60,17,47.3,-122.3
3,60,18,47.7,-122.3
3,60,18,47.7,-122.3
3,60,18,47.7,-122.3
2,55,18,48.1,-122
2,50,18,47.7,-122.3
2,50,19,47.9,-122.1
3,50,19,47.8,-122.2
3,55,19,47.7,-122.3
2,50,20,47.8,-122.3
3,50,20,47.6,-122.3
2,50,21,47.6,-122.3
2,50,22,47,-123.8
2,50,8,45.8,-122.5
2,50,8,45.8,-122.5
2,55,8,45.8,-120.8
3,60,16,45.6,-122.5
2,65,16,45.8,-122.6
2,55,4,48.9,-122.7
3,55,17,48.7,-122.5
3,55,17,48.8,-122.5
3,50,22,47.5,-122.3
3,50,0,47.6,-122.3
2,50,0,47.2,-122
2,50,0,47.5,-122.4
3,50,1,47.2,-122.4
3,45,1,47.8,-122.3
2,50,1,47.7,-122.4
3,50,2,47.6,-122.3
2,45,3,47.1,-122.4
2,50,3,47.6,-122.3
2,45,7,47.2,-122.3
3,45,9,47,-122.9
3,50,9,47.5,-122.3
3,50,11,47.5,-122.2
2,55,13,48,-122.5
3,55,14,47.8,-122.3
2,65,15,48.4,-122.4
3,60,15,47.5,-122.2
3,60,15,47.5,-122.3
3,60,18,47.4,-123.1
3,55,19,48.2,-122.2
2,50,2,46.2,-122.9
2,50,11,46.1,-123
2,60,15,45.7,-122.6
3,45,21,45.8,-122.7
3,50,23,47.6,-122.2
2,50,0,47.6,-122.3
2,50,0,47.6,-122.3
3,50,0,47.1,-122.5
2,50,3,47.5,-122.3
3,55,16,47.5,-122
3,55,17,47.5,-121.9
2,50,19,47.9,-122.3
3,50,4,48.9,-122.6
3,50,20,48.6,-122.4
2,65,23,47.4,-122.7
3,65,23,48.1,-122.2
3,60,2,47.8,-122.3
3,65,3,47.5,-122.3
2,60,5,47.1,-123
2,55,5,47.2,-122.4
3,65,5,47.6,-122.3
2,65,6,47.5,-122.3
2,65,10,47.1,-123.3
2,65,10,47.1,-123
2,70,12,47.5,-122.2
2,75,13,47.8,-122.1
2,75,13,47.1,-122.3
3,75,15,47.1,-122.5
2,80,16,47.5,-122.2
3,80,16,47.5,-121.9
3,75,16,47.6,-122.2
3,75,18,47.6,-122.3
3,75,18,47.5,-122.2
2,70,21,47.2,-122.4
2,70,21,47,-122.4
2,75,15,49,-122.7
2,65,2,47.3,-122.2
3,65,2,47.2,-122.4
2,65,4,47.2,-122.3
2,60,7,47.4,-122.6
3,75,14,47.2,-122.5
3,80,15,48.1,-122.2
3,80,15,47.3,-122.3
3,80,16,47.5,-122.2
3,80,18,47.7,-122.3
3,75,19,47.6,-122.3
3,70,21,47.7,-122.2
2,70,10,45.7,-122.7
2,80,14,45.6,-122.6
2,60,4,47.6,-122.3
2,70,8,47.7,-117.4
3,65,10,47.5,-122.2
3,70,10,47.5,-122.2
2,75,12,47.2,-122.4
3,75,14,47.1,-122.6
2,75,14,47.5,-122.3
3,75,15,48.1,-122.2
2,70,15,47.7,-122.4
2,75,15,47.6,-122.3
2,75,17,47.6,-122.3
3,75,18,48,-122.2
3,75,18,47.2,-122.4
3,70,20,47.6,-122.3
2,65,21,47.4,-122.9
2,70,21,47.6,-122.3
3,65,11,45.8,-122.7
3,70,12,45.8,-122.7
3,80,17,46.2,-122.9
3,80,18,46.2,-122.9
3,80,18,46.2,-122.9
3,80,19,46.3,-122.9
3,80,19,46.3,-122.9
3,60,6,47.9,-122.3
2,55,7,47.7,-117.4
2,55,7,47.7,-117.4
2,55,7,47.7,-117.3
2,55,8,48.2,-122.2
2,65,8,47.7,-122.3
2,60,8,47.7,-117.4
3,60,8,47.5,-121.9
2,65,8,47.7,-122.4
2,65,8,47.9,-122.2
2,60,9,48.1,-122.2
2,65,9,47.7,-117.4
2,65,9,47.7,-117.4
2,70,10,47.9,-122.2
3,70,10,48.2,-122.2
3,70,10,48.2,-122.2
2,75,14,48.2,-122.1
2,80,14,47.2,-121.9
3,80,15,47.6,-122.2
2,80,15,47.6,-122.3
2,80,16,47.5,-122.3
3,80,16,47.6,-122.3
3,80,17,47.7,-122.3
3,80,17,47.7,-122.3
3,80,17,47.5,-122.2
3,80,17,47,-122.9
2,80,17,47.5,-122.2
2,75,17,47.2,-122.5
2,75,18,47.2,-122.4
2,80,18,47.6,-122.2
3,65,19,48,-122.2
3,60,21,48,-122.2
2,80,14,45.6,-122.7
2,60,6,47.1,-122.6
2,60,7,47.6,-122.3
2,60,7,47.7,-117.3
2,60,8,47.3,-122.3
2,65,8,47.5,-122.1
3,65,9,47.7,-122.3
2,65,11,47.4,-122.8
3,70,12,47.5,-122.2
3,70,13,47.2,-122.5
2,70,14,47.4,-122.3
2,70,15,47.7,-122.3
3,75,15,47.3,-122.3
3,70,15,47.7,-122.3
3,70,15,47.7,-122.3
2,70,15,48.1,-122
2,70,15,47.7,-122.4
2,75,17,47.6,-122.3
2,75,17,47.6,-122.3
2,70,18,47.9,-122.6
3,75,19,47.7,-122.3
3,70,19,47.6,-122.3
2,65,22,47.7,-122.3
3,65,12,46,-122.8
3,65,12,46.4,-122.9
3,75,15,46,-122.8
2,75,17,46.2,-122.9
2,65,22,47.7,-122.3
2,65,22,47.6,-122.4
2,65,23,47.6,-122.3
2,65,23,47.6,-122.3
3,65,1,47.5,-122.2
3,65,1,47.5,-122.2
3,65,1,47.5,-122.3
2,65,2,47.6,-122.3
3,55,1,48,-122.1
3,55,1,48,-122.1
3,55,1,48,-122.1
3,55,1,48,-122.2
3,55,1,48,-122.1
3,55,1,48,-122.1
3,55,1,48,-122.2
3,55,1,48,-122.2
3,60,5,47.5,-122.3
3,55,6,47,-122.9
2,50,6,47.2,-122.4
2,60,7,47.6,-122.3
2,65,8,47.7,-122.3
2,65,8,47.6,-122.3
2,65,8,47.6,-122.3
2,60,8,47.4,-122.2
2,65,9,47.6,-122.3
3,65,9,47.6,-122.3
3,65,10,47.6,-122.2
3,70,10,47.4,-122.3
2,65,10,47.8,-122.1
3,70,11,48.5,-122.3
3,70,11,47.3,-122.3
3,70,11,47.7,-122.3
2,75,11,47.4,-122.2
3,65,12,47.8,-122.2
3,75,17,47.2,-122.5
3,75,17,47.2,-122.5
3,75,17,47.8,-122.3
3,75,18,47.6,-122.3
3,80,18,47.1,-122.6
2,70,20,47.2,-122.4
2,75,20,47.3,-122.3
3,75,20,47.5,-122.2
3,70,21,47.5,-122.3
3,60,8,45.6,-122.5
2,85,19,45.6,-122.7
2,75,17,48.8,-122.4
2,70,23,47.6,-122.3
2,70,23,47.5,-122.3
2,65,2,47.6,-122.3
2,65,2,47.7,-122.3
2,60,7,47.6,-122.3
2,65,8,47.6,-122.3
2,60,8,47.8,-117.3
2,65,9,47.6,-122.3
3,70,10,47.6,-122.1
3,70,10,47.5,-122.2
2,70,11,47.6,-122.4
3,75,12,47.6,-122.3
2,75,12,47.7,-122.3
3,70,12,47.5,-122.2
2,65,12,47.9,-122.2
3,75,13,47.5,-122.2
2,70,14,47.7,-117.2
3,80,14,47.6,-122.3
2,80,15,47.4,-122
2,80,15,47.2,-122.5
2,70,16,47,-122.7
3,75,17,47.3,-122.3
3,70,18,47.9,-122.3
2,75,18,47.6,-122.3
3,70,18,47.3,-122.3
3,70,18,47.8,-122.3
2,75,18,47.6,-122.3
2,75,18,47.6,-122.3
3,70,19,47.7,-117.4
3,65,20,47.6,-122.3
2,65,20,47.7,-122.3
3,65,20,47.2,-122.5
3,70,21,47.5,-122.3
2,65,21,47.7,-122.4
3,65,22,47.5,-122.2
2,65,22,47.7,-122.3
3,65,23,47.5,-122.3
2,60,23,48.2,-122.3
2,65,23,47.7,-122.3
2,65,0,47.6,-122.3
2,60,0,48.2,-124.1
