Severity,Temperature,General_Time,Latitude,Longitude
3,45,23,47.127007,-122.542351
2,45,5,47.441223,-122.245567
2,45,8,47.543243,-122.33448
3,45,8,47.976723,-122.19062
3,45,10,47.799538,-122.314308
2,45,10,47.562935,-122.393463
2,45,10,47.617676,-122.349846
2,45,10,47.516869,-122.270027
2,45,11,47.785061,-122.342216
3,45,11,47.795017,-122.214256
3,45,11,47.533844,-122.196678
3,45,11,47.49052,-122.191971
3,45,11,47.507854,-122.281776
2,45,12,47.634365,-122.943977
2,50,12,47.546516,-122.313034
2,50,12,47.538895,-122.282021
2,50,13,47.686687,-122.312172
2,50,13,47.394524,-122.045181
3,50,13,47.567707,-122.179741
2,50,13,47.615257,-122.32341
2,50,14,47.603092,-122.337769
2,50,14,47.613293,-122.337456
2,50,14,47.620533,-122.343765
2,50,14,47.624615,-122.337128
2,50,15,47.546516,-122.313034
2,45,15,47.686687,-122.31218
2,45,15,47.616913,-122.352509
2,45,15,47.537403,-122.376617
2,45,15,47.54657,-122.325035
2,35,17,47.715061,-117.411201
2,45,17,47.731255,-122.339691
2,35,17,47.684433,-117.414986
2,45,17,47.36998,-122.286919
3,45,18,47.821156,-122.279182
3,45,18,47.580242,-122.174667
2,45,18,47.608768,-122.336899
2,40,18,47.653549,-117.41124
2,45,18,47.66494,-122.315239
2,45,18,47.734131,-122.3451
3,50,18,47.54974,-122.313705
2,45,19,47.799614,-122.29232
2,45,19,47.862812,-121.983368
3,45,19,47.481785,-122.198776
2,45,19,47.813789,-122.076958
3,50,20,47.591347,-122.247604
2,40,20,47.628204,-117.370354
2,40,20,47.671879,-117.36834
3,50,20,47.467232,-122.22863
3,45,21,47.358021,-122.296249
2,50,21,47.654469,-122.137939
2,50,21,47.667095,-122.126808
3,50,21,47.593548,-122.320663
2,50,21,47.644257,-122.304405
2,45,21,47.733829,-122.301971
2,45,21,47.820755,-122.265717
3,45,21,47.289486,-122.306389
2,45,22,47.202614,-122.278732
3,45,21,47.502567,-122.197609
2,45,22,47.733849,-122.303596
3,45,22,47.849758,-122.257248
3,50,23,47.613529,-122.329948
2,50,23,47.485798,-122.275551
3,45,5,47.57201,-122.319901
3,45,6,47.758678,-122.184227
3,50,11,47.69347,-122.329529
3,50,11,47.593548,-122.320663
2,50,12,47.435596,-121.975403
2,45,15,47.330425,-122.158249
3,45,18,47.741852,-122.187218
2,45,19,47.711143,-122.131882
3,45,20,47.502686,-122.196663
3,45,22,47.603184,-122.183823
3,45,22,47.181038,-122.464813
3,45,23,47.190811,-122.462288
2,45,2,47.377979,-122.244316
2,45,2,47.967289,-122.102196
3,40,3,47.035587,-122.885658
3,45,3,46.10685,-122.879295
3,40,3,47.207108,-122.461578
3,45,3,47.431423,-122.271233
2,40,4,47.922939,-122.813622
2,40,5,47.522568,-122.346573
3,40,6,47.679237,-122.184692
2,35,8,47.103764,-122.293472
2,40,9,47.602158,-122.336609
2,45,16,47.461365,-122.217682
3,35,20,47.669613,-122.186859
3,35,21,47.532219,-122.197449
2,35,23,47.620098,-122.348495
2,35,2,47.617325,-122.601692
2,40,4,47.708595,-122.323303
2,40,5,47.519955,-122.269958
2,35,8,47.712772,-122.371841
3,35,9,47.914627,-122.208679
2,35,10,48.114861,-122.112328
2,35,10,47.682201,-122.26368
2,30,10,47.715408,-117.449051
2,35,10,47.604191,-122.332718
2,35,10,47.322407,-122.244759
3,35,10,46.583683,-122.888672
3,35,10,46.547367,-122.876762
2,35,10,48.039719,-122.249054
3,35,11,46.475708,-122.883286
3,35,11,47.549587,-122.313454
2,30,11,47.751122,-117.395126
3,35,11,47.920738,-122.205978
3,35,11,46.475708,-122.883286
2,40,12,47.606461,-122.320755
3,35,12,47.777687,-122.318031
2,40,12,47.603519,-122.30896
2,30,12,47.703049,-117.397865
3,40,13,47.636703,-122.323296
2,40,14,47.694206,-122.344566
2,40,14,47.694206,-122.344566
2,40,14,47.655647,-122.337448
2,40,15,47.584614,-122.302933
2,40,15,47.282707,-122.322021
2,40,15,47.577705,-122.330025
2,40,15,47.599136,-122.314522
2,35,17,47.322395,-122.316032
2,40,17,47.608009,-122.306335
2,35,17,47.562813,-122.2948
2,35,18,47.073708,-122.421715
3,35,18,47.850166,-122.257751
3,35,18,47.879143,-122.236847
3,35,18,47.832237,-122.261765
2,30,18,47.653584,-117.360359
3,40,19,47.571735,-122.32016
2,35,19,47.462864,-122.265144
2,35,20,47.305264,-122.576584
3,35,20,47.289536,-122.306915
3,35,20,47.571861,-122.319908
2,35,20,47.343407,-122.307358
3,35,22,47.267792,-122.550598
3,35,23,47.920738,-122.205978
3,30,1,48.051796,-122.184418
2,35,2,47.27985,-122.560539
2,35,2,47.668522,-122.387573
2,35,4,47.438858,-122.322212
2,30,5,47.851059,-121.860634
2,35,5,47.607258,-122.330215
3,25,6,48.051796,-122.184418
2,35,7,47.616947,-122.332741
2,35,7,47.661297,-122.316582
3,35,9,47.127007,-122.542351
2,30,10,47.68623,-117.411171
2,35,10,47.65377,-122.325676
3,35,10,47.630966,-122.188461
3,35,10,47.630966,-122.188461
2,35,10,47.754402,-122.527718
2,35,10,47.7869,-122.340904
2,35,10,47.758327,-122.656654
2,35,10,47.140285,-122.304039
2,40,11,47.605309,-122.339493
2,30,11,47.664391,-117.239731
3,35,11,47.795017,-122.214256
2,30,12,47.68243,-117.443024
2,40,12,47.616947,-122.332741
2,40,12,47.548038,-122.32132
2,30,12,47.704281,-117.411255
2,40,12,47.719254,-122.290794
2,40,12,47.564175,-122.287979
2,40,12,47.554932,-122.334221
2,40,12,47.498528,-122.29528
3,40,13,47.087887,-122.64476
2,40,13,47.690331,-122.308159
3,35,13,47.758678,-122.184227
2,35,14,48.006577,-122.485435
2,40,14,47.553337,-122.279556
2,40,14,47.65377,-122.325676
2,40,15,47.3339,-122.222092
2,30,16,47.669674,-117.282829
2,40,17,47.579807,-122.325981
2,35,17,47.837463,-122.124046
2,35,17,47.717777,-122.352913
3,30,18,47.708637,-122.33017
3,35,19,47.46777,-122.217903
2,35,20,47.545982,-122.327278
2,35,20,47.643162,-122.298569
2,35,20,47.701336,-122.325821
2,30,20,47.43821,-122.066711
2,20,21,47.623692,-117.368568
3,35,21,47.571419,-122.319931
2,25,21,47.273026,-122.259041
3,30,21,47.484028,-122.196373
2,25,21,48.079151,-122.174995
3,35,22,47.542274,-122.303986
3,35,21,47.643036,-122.186554
3,35,22,47.604305,-122.327545
3,35,22,47.563,-122.18705
3,35,22,47.567707,-122.179741
2,30,23,47.513996,-122.077042
2,30,3,47.687683,-122.341812
3,30,3,47.507854,-122.281776
2,30,5,47.719269,-122.293869
2,30,6,47.67205,-122.311928
2,30,6,47.562553,-122.339386
2,25,8,47.782791,-122.144539
2,30,8,47.618565,-122.348923
3,30,8,47.46777,-122.217903
2,30,10,47.318604,-123.133377
3,35,10,47.239277,-122.407204
3,30,10,47.289536,-122.306915
2,35,10,47.538937,-122.334801
2,25,10,47.661823,-117.3965
2,35,11,47.686787,-122.385414
2,30,11,47.755997,-122.271996
3,25,11,47.653858,-117.360352
2,35,11,47.658375,-122.317787
3,35,11,47.222996,-122.46331
2,35,12,47.560555,-122.280716
2,35,12,46.815666,-123.065552
2,40,13,47.540695,-122.33461
3,30,13,47.777687,-122.318031
2,40,13,47.54847,-122.315742
2,35,13,46.819542,-122.862457
2,40,14,47.630966,-122.188461
2,35,14,47.202374,-122.256325
2,35,14,47.207153,-122.247322
3,40,15,47.46777,-122.217903
2,30,15,47.693504,-117.436432
2,35,15,47.553402,-122.336945
3,35,16,47.580242,-122.174667
3,35,16,47.593548,-122.320663
3,35,16,47.49052,-122.191971
2,35,18,47.511051,-122.246666
2,30,18,47.959064,-121.95443
2,35,18,47.70673,-122.328613
2,25,18,47.653572,-117.400597
3,30,18,47.240723,-122.357033
3,35,18,47.462715,-122.265778
3,35,18,47.462074,-122.264534
3,30,18,47.742874,-122.186913
2,30,18,47.968624,-122.208206
2,30,19,47.727032,-122.207817
3,30,20,47.239227,-122.410553
3,30,20,47.981728,-122.186989
3,35,20,47.549587,-122.313454
2,25,20,47.273026,-122.259041
2,20,20,47.663177,-117.395218
3,35,21,47.593903,-122.320587
2,25,22,48.051582,-122.032799
2,35,22,47.526653,-122.333748
2,30,1,47.058323,-123.017479
2,35,3,47.615265,-122.316856
3,35,3,47.607258,-122.330215
3,35,4,47.607258,-122.330215
2,35,7,47.605389,-122.33226
3,35,9,47.604374,-122.327408
2,35,10,47.809555,-122.20755
2,25,11,47.653538,-117.434082
3,40,11,47.567707,-122.179741
2,40,12,47.604614,-122.327003
2,40,13,47.574902,-122.296814
3,40,13,47.617245,-122.188507
2,30,14,46.115837,-122.936218
2,40,15,47.575241,-122.28878
2,25,15,47.69035,-117.386803
2,35,16,47.532082,-121.919441
2,35,17,47.617493,-122.343582
2,30,18,48.091938,-122.125725
2,20,18,47.681519,-117.411201
2,35,18,47.64444,-122.303726
2,35,19,47.708572,-122.320557
2,30,19,47.12962,-122.23584
2,35,20,47.665009,-122.329071
2,30,20,47.136379,-122.237282
2,30,20,48.061157,-122.162216
2,30,20,47.683056,-122.315277
2,30,20,47.014805,-122.369118
2,30,21,46.894291,-122.680946
2,35,21,47.734119,-122.355568
3,30,21,47.431423,-122.271233
2,30,21,46.763161,-122.192039
3,35,21,47.579979,-122.178474
3,35,21,47.742111,-122.329399
2,30,21,47.244968,-122.412628
2,30,22,46.975845,-123.599426
3,35,21,47.738464,-122.327515
2,30,22,46.940147,-122.280678
2,30,23,47.291195,-122.252502
2,30,0,47.130219,-123.099236
3,30,1,47.83205,-122.262749
3,30,1,47.462715,-122.265778
2,30,2,47.358639,-122.614792
2,30,3,47.721214,-122.312668
2,30,3,47.273026,-122.259041
2,30,3,47.826916,-122.132004
2,35,4,47.523506,-122.278923
3,35,4,47.733387,-122.324509
2,35,5,47.669403,-122.305473
2,35,6,47.611938,-122.326004
3,35,5,47.642124,-122.322556
2,30,6,47.898922,-122.109314
2,35,7,47.613258,-122.344376
2,35,7,47.623112,-122.316765
3,30,7,47.881916,-122.233322
2,35,8,47.638271,-122.315239
2,35,9,47.677788,-122.355324
3,35,9,47.706871,-122.336182
2,35,9,47.978081,-122.10273
2,35,10,47.670773,-122.122833
2,35,11,47.811249,-122.91008
3,35,12,47.526443,-121.93914
2,35,12,47.930054,-122.228348
2,40,12,48.17289,-122.516296
3,35,12,47.512901,-121.849174
2,35,13,47.987095,-122.198517
2,35,13,47.620098,-122.348495
2,35,14,47.435596,-121.975403
3,35,17,47.526443,-121.93914
2,20,17,47.655384,-117.461479
3,35,17,47.593548,-122.320663
2,35,18,48.021687,-122.135071
2,35,18,47.620098,-122.348495
2,20,18,47.673672,-117.365349
2,20,18,47.657307,-117.357697
2,30,20,47.881924,-122.2388
2,35,20,47.634335,-122.143051
2,35,20,47.644444,-122.30365
2,35,21,47.723209,-122.342255
2,35,21,47.675777,-122.300652
2,35,21,47.581268,-122.29702
3,35,21,47.580242,-122.174667
2,35,21,47.878105,-122.109772
3,20,21,46.634655,-120.522705
3,35,22,47.512901,-121.849174
3,35,4,47.512901,-121.849174
3,35,5,47.239227,-122.410553
2,40,7,47.257298,-122.515831
3,45,13,47.431423,-122.271233
2,45,16,47.620098,-122.348495
3,40,16,47.819946,-122.281456
3,40,17,47.449974,-122.265625
3,45,17,47.567707,-122.179741
2,40,17,47.580456,-122.189514
3,40,20,47.877808,-122.238533
3,40,21,47.181038,-122.464813
3,45,2,47.669613,-122.186859
2,40,6,47.46777,-122.217903
2,40,11,46.727253,-122.977074
3,40,14,47.391701,-122.290733
2,40,20,47.6455,-122.39695
2,40,5,47.880146,-122.267052
2,40,5,47.468349,-122.156548
2,40,8,47.564705,-122.372505
2,40,9,47.180244,-122.229286
2,40,9,47.377979,-122.244316
2,40,10,47.951866,-122.101395
2,30,10,47.775452,-117.373268
2,45,10,47.394276,-122.047539
2,45,10,47.273026,-122.259041
3,30,11,45.946606,-119.335533
2,25,11,47.652496,-117.425201
2,40,11,47.15926,-122.463921
3,40,11,47.465076,-122.266426
2,45,11,46.602093,-122.233513
3,45,13,47.239277,-122.407204
2,45,13,47.699615,-122.34462
2,30,15,47.695377,-117.395126
3,40,17,47.679237,-122.184692
3,40,18,47.546421,-122.309029
3,40,19,47.626503,-122.328613
3,40,19,47.610119,-122.3311
3,40,19,47.626503,-122.328613
2,40,20,47.649269,-122.304649
3,35,20,47.758678,-122.184227
3,40,20,47.456909,-122.263947
3,40,20,47.579914,-122.179207
2,25,20,47.744041,-117.407265
3,40,21,47.580242,-122.174667
2,40,21,47.67627,-122.121605
3,35,21,47.758678,-122.184227
3,40,22,47.289536,-122.306915
3,40,22,47.589973,-122.307037
2,35,23,47.879501,-122.26767
3,40,0,47.289536,-122.306915
3,35,1,47.289536,-122.306915
3,40,3,47.72316,-122.324455
2,35,4,47.703148,-122.32489
2,35,5,47.701618,-122.344566
2,35,5,47.547626,-122.321655
3,35,6,47.571735,-122.32016
3,35,6,47.571735,-122.32016
2,35,7,47.547626,-122.321655
3,35,10,47.768646,-122.189384
2,40,11,47.562908,-122.363358
2,40,11,47.619892,-122.323074
2,35,11,47.821178,-122.315056
2,20,11,47.653488,-117.418053
2,40,11,47.581924,-122.335159
2,20,11,47.70435,-117.421974
2,40,11,47.646881,-122.358162
2,40,13,47.588421,-122.305832
3,35,13,47.992176,-122.181274
2,40,13,47.664864,-122.308342
2,40,14,47.663593,-122.358032
2,40,14,47.597496,-122.31723
2,40,15,47.624577,-122.35672
2,40,15,47.616913,-122.352509
2,40,16,47.541241,-122.063187
2,15,16,47.702545,-117.421974
2,15,16,47.656986,-117.31488
2,35,17,47.302113,-122.252609
2,35,18,47.658638,-122.350021
2,35,18,47.273026,-122.259041
2,35,18,47.653938,-122.376328
3,35,18,47.567707,-122.179741
2,35,18,47.147522,-122.43441
2,15,18,47.635593,-117.517258
3,35,18,47.482586,-122.27198
2,10,19,47.6717,-117.443436
2,35,19,47.58733,-122.16436
3,15,19,47.305416,-121.30619
3,35,20,47.591301,-122.247604
2,35,20,47.715786,-122.312561
2,35,21,47.302959,-122.225655
2,35,22,47.630966,-122.188461
3,30,22,47.799538,-122.314308
2,35,22,47.02634,-122.730316
3,25,0,48.187843,-122.20269
2,35,2,47.659775,-122.311981
2,35,5,47.699478,-122.317635
2,35,6,47.607956,-122.328491
2,30,8,47.708595,-122.323303
3,35,9,47.163231,-122.479797
1,35,9,47.369541,-122.082275
2,35,10,47.620098,-122.348495
3,30,10,47.391701,-122.290733
2,35,10,47.508286,-121.883736
2,35,10,47.588421,-122.305832
3,30,10,47.849758,-122.257248
2,10,11,47.663776,-117.314903
3,35,11,47.357857,-122.296272
2,10,11,47.517639,-117.487495
2,15,12,47.656528,-117.429604
2,35,12,47.542469,-122.272812
3,40,13,47.64502,-122.291512
2,40,12,47.641399,-122.214088
3,40,13,47.628517,-122.328094
2,35,13,47.557407,-122.334206
3,35,15,47.593548,-122.320663
3,35,16,47.626503,-122.328613
3,35,16,47.484028,-122.196373
2,35,17,47.528278,-122.35508
2,35,18,47.607124,-122.333878
2,30,18,47.273026,-122.259041
3,35,19,47.664986,-122.322037
2,35,20,47.601719,-122.330467
3,35,20,47.181038,-122.464813
2,30,20,47.849983,-122.271339
2,35,21,47.708569,-122.326355
3,35,21,47.391422,-122.291054
3,35,22,47.475609,-121.783936
2,35,22,47.358044,-122.120934
2,35,22,47.159157,-122.415207
2,35,4,47.649269,-122.304649
2,35,8,47.557034,-122.280746
2,35,8,47.562553,-122.339386
3,20,9,47.652557,-117.411217
3,35,9,47.463776,-122.245476
3,20,9,47.672741,-117.214676
3,35,10,47.607258,-122.330215
3,15,10,47.633541,-117.479836
2,35,10,47.565781,-122.33947
3,35,10,47.613342,-122.188484
2,30,10,48.07196,-122.111336
2,15,10,47.64093,-117.448494
3,20,10,47.663689,-117.312973
2,35,11,47.584545,-122.352219
3,35,11,47.591934,-122.321228
2,20,11,47.907425,-117.443367
2,20,11,47.954002,-117.488251
2,20,11,47.676533,-117.36377
3,30,12,46.144588,-122.897789
3,35,14,47.580242,-122.174667
2,20,15,47.714867,-117.364677
2,35,17,47.620098,-122.348495
2,35,17,47.719284,-122.295235
2,30,19,47.820934,-122.287079
2,20,19,47.628155,-117.411476
3,30,20,47.118553,-122.557037
2,35,20,47.28957,-122.313431
2,35,20,47.289536,-122.306915
2,20,20,47.671169,-117.196617
3,30,20,47.06332,-122.765282
2,35,21,47.560097,-122.304649
2,20,21,47.628216,-117.390129
3,35,1,47.484028,-122.196373
2,30,5,47.441162,-122.217461
2,30,6,47.619709,-122.341064
2,30,6,47.545361,-122.329643
2,30,6,47.602573,-122.334259
2,30,6,47.579796,-122.334221
2,30,7,47.597626,-122.329094
2,30,7,47.596291,-122.33416
2,35,11,47.653587,-122.523254
2,35,13,47.627678,-122.324257
2,35,14,47.28957,-122.313431
2,35,14,47.612503,-122.322342
2,35,14,47.289536,-122.306915
3,35,14,47.626503,-122.328613
3,35,14,47.642124,-122.322556
3,35,15,47.357857,-122.296272
2,20,15,47.693855,-117.395149
3,35,15,47.206554,-122.461746
3,30,15,47.734066,-122.324997
2,35,15,47.70858,-122.317856
2,20,15,47.657043,-117.185913
2,35,16,47.608612,-122.324478
2,20,16,47.671486,-117.283798
2,30,17,47.655533,-122.32682
3,30,17,47.661369,-122.32196
2,30,17,47.668514,-122.284821
2,30,17,47.911366,-122.216576
3,25,18,47.83205,-122.262749
3,30,18,47.482407,-122.194527
2,15,19,47.715061,-117.411201
2,25,19,47.878105,-122.109772
3,20,20,47.08279,-122.670143
2,25,20,47.878105,-122.109772
3,25,20,47.896458,-122.21489
2,25,20,47.719604,-122.354195
2,5,20,47.657043,-117.332024
2,25,20,47.858524,-122.287239
2,25,20,47.551174,-122.277679
2,25,21,47.83379,-122.126183
2,5,21,47.65704,-117.196579
2,25,21,47.618542,-122.323433
3,25,22,47.905331,-122.211372
2,20,23,46.873623,-122.296028
3,25,0,47.661369,-122.32196
3,25,2,47.499512,-122.274139
3,25,2,47.881916,-122.233322
2,25,9,47.315151,-122.297768
3,5,10,47.504047,-117.690948
2,35,13,47.609707,-122.334679
2,30,13,47.723179,-122.330284
2,35,15,47.654301,-122.335083
2,30,17,47.502369,-122.384781
3,30,22,47.178642,-122.465744
2,30,0,47.620098,-122.348495
2,30,1,47.260857,-122.490311
2,30,1,47.635914,-122.356956
2,30,1,47.892826,-122.243263
3,30,1,48.10014,-122.184731
3,40,15,47.571735,-122.32016
3,40,15,47.613098,-122.330475
3,35,19,47.391701,-122.290733
2,35,21,47.977688,-122.137695
3,35,21,47.9809,-122.188042
2,35,23,47.613037,-122.330009
3,35,23,47.756004,-122.329689
2,35,1,47.358044,-122.120934
3,35,4,47.980747,-122.188232
2,35,5,47.644257,-122.304405
3,40,7,47.431423,-122.271233
3,40,8,47.431423,-122.271233
2,40,9,47.466118,-121.930779
3,40,10,47.664986,-122.322037
3,40,10,47.626503,-122.328613
2,40,10,46.192631,-123.16468
3,45,10,47.46777,-122.217903
2,40,10,47.545315,-122.334122
2,45,10,47.605309,-122.339493
2,45,10,47.661263,-122.309624
3,45,10,47.357548,-122.29631
2,40,11,47.768646,-122.189384
3,30,10,47.18317,-120.903145
2,45,11,47.726646,-122.312653
3,45,11,47.482586,-122.27198
2,40,11,47.782791,-122.144539
3,45,11,47.589973,-122.307037
2,45,11,47.571735,-122.32016
3,40,12,46.244099,-119.631958
2,45,13,47.577011,-122.386711
2,45,14,47.615288,-122.341797
2,45,14,47.605309,-122.339493
2,45,14,47.662182,-122.34594
3,40,14,47.708637,-122.33017
2,45,16,47.641026,-122.198471
2,45,16,47.547001,-122.314888
2,45,16,47.151501,-122.292992
2,35,17,47.712967,-117.454018
2,35,17,47.667534,-117.387238
2,45,17,47.724014,-122.31266
2,45,18,47.655636,-122.383331
3,45,18,47.626503,-122.328613
3,45,18,47.669613,-122.186859
2,45,18,47.599209,-122.317215
3,45,18,47.589973,-122.307037
2,45,19,47.595306,-122.333252
2,45,18,47.551174,-122.277679
2,45,19,47.644527,-122.026611
2,45,19,47.621994,-122.326591
2,45,20,47.546043,-122.285576
3,40,20,47.708637,-122.33017
2,35,20,47.700729,-117.411247
2,45,20,47.635773,-122.515556
3,45,21,47.482586,-122.27198
3,40,21,47.04142,-122.851433
2,45,21,47.521042,-122.368744
3,40,21,47.463097,-122.264404
3,40,21,47.981758,-122.187195
2,40,21,47.828049,-122.309166
3,40,21,47.431423,-122.271233
2,40,21,47.826916,-122.132004
2,45,21,47.644535,-122.026665
2,45,21,47.462715,-122.265778
2,45,21,47.509949,-122.087105
2,45,23,47.656506,-122.062721
2,45,0,47.545315,-122.334122
2,45,0,47.406605,-122.038681
2,45,0,48.097153,-122.815041
2,45,1,47.43821,-122.066711
3,45,1,47.092888,-122.623787
2,45,2,47.546043,-122.285576
3,45,3,47.777687,-122.318031
2,50,4,47.538891,-122.270737
2,50,5,47.625992,-122.334351
2,50,7,47.618565,-122.34761
2,40,9,47.671505,-117.281586
2,45,9,47.255768,-122.463203
2,40,10,47.390884,-117.391365
2,40,10,47.640247,-117.475716
2,45,10,47.677616,-122.283615
3,50,10,47.661369,-122.32196
2,50,11,47.715611,-122.297424
2,40,11,47.736771,-117.395348
2,35,12,47.93261,-117.467644
2,40,12,47.657272,-117.411087
2,40,12,47.664288,-117.27478
2,50,13,47.686729,-122.317558
2,45,13,47.822681,-122.061302
2,50,13,47.715611,-122.297424
2,45,13,47.23737,-122.252853
2,50,13,47.677616,-122.283615
3,50,13,47.532219,-122.197449
3,50,14,47.626503,-122.328613
2,50,14,47.555958,-122.283562
3,50,14,47.620831,-122.328506
2,50,14,47.589973,-122.307037
3,45,14,47.795017,-122.214256
3,50,15,47.571735,-122.32016
2,45,15,47.723263,-122.360977
3,45,15,47.795017,-122.214256
3,45,16,47.734066,-122.324997
2,50,16,47.560818,-122.293365
3,50,16,47.518444,-122.198425
2,45,17,47.865654,-121.990669
2,45,18,47.762074,-121.472343
2,45,18,47.557884,-122.291527
3,45,20,48.152409,-122.18869
2,35,20,47.704353,-117.423302
3,35,21,47.048935,-122.818413
3,40,21,47.742874,-122.186913
3,45,21,46.999935,-122.912262
3,45,21,47.484028,-122.196373
2,40,23,47.487312,-122.258125
2,30,2,47.66399,-122.683395
2,35,4,47.235207,-122.465927
2,35,4,47.552567,-122.323875
3,40,4,47.992176,-122.181274
2,35,5,46.602093,-122.233513
2,35,7,47.662125,-122.351486
2,35,7,47.588383,-122.302605
3,25,8,47.233433,-122.43232
4,25,8,47.239277,-122.407204
2,35,8,47.581238,-122.39061
3,35,10,47.190811,-122.462288
3,40,10,47.626503,-122.328613
2,30,10,47.672741,-117.214676
3,30,10,47.651485,-117.435555
3,40,11,47.593548,-122.320663
3,40,11,47.708637,-122.33017
3,35,12,47.591862,-117.564919
3,35,12,47.673981,-117.23951
2,45,12,48.002453,-122.424782
2,35,12,47.655849,-117.239807
2,45,13,47.679359,-122.263618
3,45,13,47.626503,-122.328613
2,45,13,47.495823,-122.333755
2,45,13,47.802113,-122.111687
2,45,13,47.686867,-122.330437
3,45,13,47.784874,-122.316124
2,50,14,47.580585,-122.313431
3,45,14,47.795017,-122.214256
2,40,15,47.802101,-122.649391
3,45,15,47.82526,-122.255074
2,45,16,47.623268,-122.355415
3,45,16,47.626503,-122.328613
3,45,16,47.669674,-122.186852
3,45,16,47.710148,-122.182327
2,45,16,47.609024,-122.302773
3,45,16,47.580242,-122.174667
2,40,17,48.004311,-122.461693
3,35,17,47.206554,-122.461746
2,30,17,47.683575,-117.423653
3,40,18,47.795017,-122.214256
2,35,18,48.186607,-122.135254
3,40,19,47.758678,-122.184227
2,35,20,47.499035,-122.097382
3,35,20,47.508286,-121.883736
2,30,20,47.398857,-122.831818
2,40,20,47.294056,-122.292259
2,35,21,47.242599,-122.463219
2,35,21,47.637054,-122.237091
3,35,21,47.669613,-122.186859
3,40,0,47.710148,-122.182327
2,35,5,47.690617,-122.359459
2,35,5,47.599136,-122.314522
2,35,5,47.595863,-122.310234
2,35,6,47.661285,-122.315453
3,35,9,47.626747,-122.328606
3,40,10,47.626503,-122.328613
3,30,10,47.239227,-122.410553
2,40,10,47.978756,-122.373795
2,35,11,47.114773,-122.298187
3,40,12,47.00861,-122.907059
2,40,12,47.668648,-122.392876
3,35,12,47.181038,-122.464813
3,40,13,47.03355,-122.891075
2,45,13,47.605827,-122.331146
2,45,13,47.560818,-122.293365
2,45,15,47.719589,-122.344933
3,45,15,47.708637,-122.33017
3,45,15,47.315151,-122.297768
2,45,15,47.161388,-122.297394
2,30,15,47.684429,-117.417236
2,45,17,47.99749,-122.10302
2,40,18,47.286213,-122.313576
2,45,18,48.036053,-122.049812
2,40,19,47.162853,-122.434158
3,40,19,47.768646,-122.189384
2,40,20,47.588383,-122.302605
2,40,20,47.591888,-122.302505
2,40,20,47.612957,-122.296219
2,40,20,47.302113,-122.252609
2,40,20,47.579468,-122.313408
3,40,21,47.920738,-122.205978
3,40,22,47.617245,-122.188507
2,40,22,47.777687,-122.318031
3,40,0,47.164028,-122.478996
3,40,2,47.630417,-122.188553
2,40,4,47.591675,-122.329285
3,40,4,47.518444,-122.198425
